Name	Set	ImageFile	Name FR	Type	Subtypes	Rarity	Color	Cost	Inkwell	Strength	Willpower	Quest	Abilities	Identifier	Rules	Flavor	Number	Artist
Cheshire Cat, Not All There	1	d02560dd9d7db4467627745bd6701e809ffca6e3	CHAT DU CHESHIRE, N'a pas toujours toute sa tete	Character	Storyborn	UNCOMMON	EMERALD	3	True	0	3	2		1 TFC FR 71/204	VOUS AVEZ PERDU QUELQUE CHOSE? Si ce personnage est defie et banni, bannissez le personnage qui l'a defie.	Vous avez peut-etre remarque que je n'ai pas toujours toute ma tete.	71	Caner Soylu
Cruella De Vil, Miserable as Usual	1	c097638f92de80ba8d6c696b26e6e601a5f61eb7	CRUELLA D'ENFER, Cruelle Diablesse	Character	Mechant, Storyborn	RARE	EMERALD	2	True	1	3	1		1 TFC FR 72/204	VOUS LE REGRETTEREZ! Lorsque ce personnage est banni via un defi, vous pouvez choisir un personnage que son proprietaire reprend en main.	Partout ou elle va, elle ne seme que le malheur.	72	Nicholas Kole
Duke of Weselton, Opportunistic Official	1	35e995c107a71caeb833bb3b79f9f54781b33fa1	LE DUC DE WESELTON, Dignitaire opportuniste	Character	Mechant, Storyborn	COMMON	EMERALD	1	True	2	2	1		1 TFC FR 73/204		De la sorcellerie. Je savais qu'il se passait des choses douteuses, par ici.	73	R. La Barbera / L. Giammichele
Flynn Rider, Charming Rogue	1	1f1362ea41d1bc65be321c0a378a20159f9a26d0	FLYNN RIDER, Charmant voleur	Character	Heros, Storyborn, Prince	UNCOMMON	EMERALD	2	True	1	2	2		1 TFC FR 74/204	LE GRAND JEU Chaque fois que ce personnage est defie, le joueur qui a lance le defi choisit et defausse une de ses cartes.	Je ne souhaitais pas en arriver la, mais vous ne me laissez pas le choix.	74	Leonardo Giammichele
Genie, On the Job	1	450ddec8dd206c2e2ab1aeeaa90e85e51753b8b7	GENIE, Fait le show	Character	Allie, Storyborn	SUPER	EMERALD	6	False	3	4	2	Insaisissable	1 TFC FR 75/204	Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.) TU DISPARAIS Lorsque vous jouez ce personnage, choisissez un personnage et renvoyez-le dans la main de son proprietaire.	Et quand je dis abracadabra, on s'eclate et tu disparaitras par magie.	75	Giulia Riva
Genie, Powers Unleashed	1	d54ad009d179ae346683cfc3603979bc99339ef7	GENIE, Dechaine ses pouvoirs	Character	Heros, Floodborn	RARE	EMERALD	8	False	3	5	3	Alter, Insaisissable	1 TFC FR 76/204	Alter 6 (Vous pouvez payer 6 pour jouer ce personnage sur l'un de vos personnages Genie.) Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.) POUVOIR COSMIQUE PHENOMENAL! Lorsque ce personnage est envoye a l'aventure, vous pouvez jouer gratuitement une carte action coutant 5 ou moins.		76	Javier Salas
Genie, The Ever Impressive	1	d321d6f7ccf98b51540ec9d933f20898af3bd71e	GENIE, A votre service	Character	Allie, Dreamborn	COMMON	EMERALD	2	True	2	3	1		1 TFC FR 77/204		Tu peux souhaiter a peu pres n'importe quoi! Tu preferes la version courte ou tu veux que je te sorte le grand jeu?	77	Matt Chapman
Hans, Scheming Prince	1	eb4ac3033e8ab3591e0fcefa8c26ce3fd36d5a0f	HANS, Prince malfaisant	Character	Storyborn, Prince, Mechant	RARE	EMERALD	4	True	3	3	3		1 TFC FR 78/204		Les regles sont comme de vieux freres et soeurs. Tout ce qu'ils font, c'est se mettre en travers de votre chemin.	78	Massimiliano Narciso
Horace, No-Good Scoundrel	1	b74f5ee9461495ba5ca4c72a7108a23904c27a05	HORACE, Crapule bonne a rien	Character	Allie, Storyborn	COMMON	EMERALD	3	True	4	3	1		1 TFC FR 79/204		C'est pas ici qu'ils sont, Jasper.	79	Isaiah Mesq
Iago, Loud-Mouthed Parrot	1	b888b29826bb53dc531437e723738383d8339b56	IAGO, Perroquet braillard	Character	Allie, Storyborn	RARE	EMERALD	3	True	1	4	1		1 TFC FR 80/204	T'AS UN PROBLEME? - Choisissez un personnage, il gagne Combattant durant son prochain tour. (Il ne peut pas etre envoye a l'aventure et doit defier a chaque tour s'il le peut.)		80	Brian Weisz
Jasper, Common Crook	1	1d513c0bcbe33b2e7440e5e14d0b22ef95c9d673	JASPER, Petite frappe	Character	Allie, Storyborn	UNCOMMON	EMERALD	3	True	2	4	1		1 TFC FR 81/204	ENLEVEMENT DE CHIOTS Lorsque ce personnage est envoye a l'aventure, choisissez un personnage adverse qui ne pourra pas etre envoye a l'aventure durant son prochain tour.	J't'ai deja dit qu'ca sert a rien d'penser, Horace.	81	Jochem Van Gool
John Silver, Alien Pirate	1	76546f9a641ede2beab506b96df1688d889e629a	JOHN SILVER, Pirate extraterrestre	Character	Storyborn, Mechant, Pirate, Alien, Capitaine	LEGENDARY	EMERALD	6	True	5	5	2		1 TFC FR 82/204	CHERCHEZ LA BAGARRE Lorsque vous jouez ce personnage ou qu'il est envoye a l'aventure, choisissez un personnage adverse qui gagne Combattant durant son prochain tour. (Il ne peut pas etre envoye a l'aventure et doit defier a chaque tour s'il le peut.)	Surtout, te laisse pas impressionner par cette quincaillerie, l'ami.	82	Duyen Nguyen / Jared Nickerl
Jumba Jookiba, Renegade Scientist	1	7d7116e23efef7292cad5e6f033d9a962708228c	JUMBA JOOKIBA, Scientifique dissident	Character	Dreamborn, Alien, Inventeur	UNCOMMON	EMERALD	5	True	4	5	2		1 TFC FR 83/204		Creer un etre, moi? Ha! Mais ce serait totalement irresponsable et contraire a l'ethique. Je ne pourrais jamais, jamais... enfin si... peut-etre... pour essayer.	83	Milica Celikovic
Kuzco, Temperamental Emperor	1	be461a0cd1fda052a69c3fd94f8cf5f6f86afa34	KUZCO, Empereur pourri gate	Character	Roi, Storyborn	RARE	EMERALD	5	False	2	4	3	Hors d'atteinte	1 TFC FR 84/204	Hors d'atteinte (Les adversaires ne peuvent pas choisir ce personnage, hormis pour un defi.) PAS TOUCHER! Si ce personnage est defie et banni, vous pouvez bannir le personnage qui l'a defie.	J'ai demande des emeraudes et ca... c'est clairement du jade! C'est quoi votre probleme, les gars?	84	Grace Tran
Lady Tremaine, Wicked Stepmother	1	1352246e33277e9d3c9090a434fa72cfa6536ae2	MADAME DE TREMAINE, Cruelle maratre	Character	Mechant, Dreamborn	RARE	EMERALD	6	False	1	5	1		1 TFC FR 85/204	RECOMMENCE! Lorsque vous jouez ce personnage, vous pouvez reprendre en main une carte action de votre defausse.	Si tu as fini tes corvees, c'est que tu n'en avais pas assez a faire.	85	Leonardo Giammichele
Mad Hatter, Gracious Host	1	3c26dffc8a2e8804dfe2c8a1195cfaa5ef6d0014	LE CHAPELIER FOU, Hote courtois	Character	Storyborn	UNCOMMON	EMERALD	5	True	2	4	3		1 TFC FR 86/204	HEURE DU THE Chaque fois que ce personnage est defie, vous pouvez piocher une carte.	Le Chapelier Fou: Est-ce que vous desirez un peu plus de the? Alice: Je n'en ai pas encore bu une goutte. Comment voulez-vous que j'en veuille un peu plus?	86	Rosa la Barbera
Megara, Pulling the Strings	1	e62d7f1eb43d87c202d2f164ba61297e71be80f4	MEGARA, Tireuse de ficelles	Character	Allie, Dreamborn	COMMON	EMERALD	2	True	2	1	1		1 TFC FR 87/204	SUPER-MALE Lorsque vous jouez ce personnage, choisissez un personnage qui gagne +2 pour le reste de ce tour.	Un contrat est un contrat. Mais tomber amoureuse n'en faisait pas partie.	87	Aubrey Archer
Mickey Mouse, Artful Rogue	1	b37f6ddcefad7e8657837d3177f9ef2462f98acf	MICKEY MOUSE, Bandit ruse	Character	Heros, Floodborn	SUPER	EMERALD	7	False	6	5	2	Alter	1 TFC FR 88/204	Alter 5 (Vous pouvez payer 5 pour jouer ce personnage sur l'un de vos personnages Mickey Mouse.) MAUVAISE ORIENTATION Chaque fois que vous jouez une carte action, choisissez un personnage adverse. Il ne peut pas etre envoye a l'aventure durant son prochain tour.	Une souris verte... qui courait sur les toits...	88	Alex Accorsi / Kendall Hale
Mickey Mouse, Steamboat Pilot	1	16b06bd9b738835e2d134fe8d596e9ab0086a985	MICKEY MOUSE, Pilote de bateau a vapeur	Character	Heros, Storyborn, Capitaine	COMMON	EMERALD	3	True	3	4	1		1 TFC FR 89/204		Sur les rivieres, a travers les Terres d'Encres, le petit bateau a vapeur siffle en reponse a la joyeuse melodie de son pilote.	89	Juan Diego Leon
Mother Gothel, Selfish Manipulator	1	2d0c8af807ef45ac17cafb2973d866ba8f38caa9	MERE GOTHEL, Manipulatrice egoiste	Character	Mechant, Storyborn	SUPER	EMERALD	6	True	3	6	2		1 TFC FR 90/204	EVITE LE DRAME, RESTE AVEC MOI Tant que ce personnage est epuise, aucun personnage adverse ne peut etre envoye a l'aventure.	Parfait. C'est encore moi qui passe pour la mechante.	90	Javier Salas
Peter Pan, Never Landing	1	4cd66dfabbd964f8c6c4414b07cdb45dae692e19	PETER PAN, Toujours dans les airs	Character	Heros, Dreamborn	COMMON	EMERALD	3	True	3	2	1	Insaisissable	1 TFC FR 91/204	Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.)	Quel est ton probleme Crochet? Tu ne sais pas voler?	91	Koni
Tamatoa, Drab Little Crab	1	8ee51caaa2c2f4ee2e5b4b7ef5a89db7df1068d7	TAMATOA, Petit crabe triste	Character	Dreamborn	UNCOMMON	EMERALD	2	True	1	4	1		1 TFC FR 92/204		Un jour, je deviendrai le crustace le plus crabuleux que le monde ai jamais porte.	92	Jeff Murchie
Tinker Bell, Most Helpful	1	08a35293e09f508494096c1c1b3819edb9df50db	LA FEE CLOCHETTE, La plus serviable	Character	Fee, Storyborn, Allie	COMMON	EMERALD	4	True	2	3	2	Insaisissable	1 TFC FR 93/204	Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.) POUSSIERE DE FEE Lorsque vous jouez ce personnage, choisissez un personnage qui gagne Insaisissable pour le reste de ce tour.		93	Caner Soylu
Do It Again!	1	215bb47da8fac3342b858ac3db09b033c6c46e0b	RECOMMENCE !	Action		RARE	EMERALD	3	False					1 TFC FR 94/204	Reprenez en main une carte action de votre defausse.	Et tu nettoieras le jardin, sans oublier la terrasse, les marches d'escalier, les cheminees, independamment bien sur du lavage, repassage et couture habituels... -- Madame de Tremaine	94	Ellie Horie
Mother Knows Best	1	8e63fd3e77796b102589b1ba1e4441c7982e4132	N'ECOUTE QUE MOI	Action	Chanson	UNCOMMON	EMERALD	3	True					1 TFC FR 95/204	(Vous pouvez une carte personnage coutant 3 ou plus pour chanter cette chanson gratuitement.) Renvoyez une carte personnage de sa defausse dans la main de son proprietaire.	De toutes les manieres, partout le mal guette sur Terre.	95	R. La Barbera / L. Giammichele
Stampede	1	6fb84aed32facd1299ee1e77c8fd2b1a6352669e	RUEE	Action		COMMON	EMERALD	1	False					1 TFC FR 96/204	Choisissez un personnage ayant au moins un jeton Dommage et infligez-lui 2 dommages supplementaires.	Une ruee d'animaux sauvages est comme une riviere en furie: il vaut mieux l'observer de loin.	96	Matt Chapman
Steal from the Rich	1	812ed4562d3211363a7b813aa9cd2cf042b63bb2	VOLER AUX RICHES	Action		RARE	EMERALD	5	False					1 TFC FR 97/204	Chaque fois que l'un de vos personnages est envoye a l'aventure durant ce tour, chaque adversaire perd 1 eclat de Lore.	Je me demande combien le Prince Jean a depense pour ces cadenas de luxe. -- Petit Jean	97	Hedvig Haggman-Sund
Sudden Chill	1	31bd9b9f5f7b338e41b56183a2f3008b541d7c84	CRUELLE DIABLESSE	Action	Chanson	COMMON	EMERALD	2	True					1 TFC FR 98/204	(Vous pouvez un personnage coutant 2 ou plus pour chanter cette chanson gratuitement.) Chaque adversaire choisit et defausse une carte de sa main.	Elle semble une araignee guettant sa proie... Cruelle, Cruelle diablesse!	98	Giulia Riva
The Beast is Mine!	1	9a79be611e0267e1d943da0737c6c51be67865a0	LA BETE EST A MOI !	Action		UNCOMMON	EMERALD	3	True					1 TFC FR 99/204	Choisissez un personnage, il gagne Combattant durant son prochain tour. (Il ne peut pas etre envoye a l'aventure et doit defier a chaque tour s'il le peut.)	Il est normal que le plus grand des chasseurs s'occupe de la bete la plus infame! - Gaston	99	Matthew Robert Davies
Vicious Betrayal	1	310b86e0b62b828562fc91c7be5380a992b2786a	TRAHISON BRUTALE	Action		COMMON	EMERALD	1	True					1 TFC FR 100/204	Choisissez un personnage, il gagne +2 a la place.	Un veritable roi doit apposer sa griffe. -- Scar	100	Michaela Martin
Dr. Facilier's Cards	1	dbc0f004854457f59fb16ab863a3a1722cef553f	CARTES DU DR. FACILIER	Item		UNCOMMON	EMERALD	2	False					1 TFC FR 101/204	DIVINATION de moins.	Venez decouvrir votre avenir avec moi! - Dr. Facilier	101	Koni
Stolen Scimitar	1	c8306ae139ac98f432932286151dc0ec55580eca	CIMETERRE VOLE	Item		COMMON	EMERALD	2	True					1 TFC FR 102/204	SLASH! a la place.	Parfois tu dois prendre ce qui te tombe sous la main.	102	Kendall Hale
Abu, Mischievous Monkey	1	934385f53d1bd0c1b8493e44d0dfd4c8e88a04bb	ABU, Singe malicieux	Character	Allie, Storyborn	COMMON	RUBY	3	True	3	2	2		1 TFC FR 103/204		Tu verras, Abu, un jour, ca changera. On sera riches, on s'offrira un palais et on n'aura plus jamais de problemes. - Aladdin	103	Oleg Yurkov
Aladdin, Heroic Outlaw	1	78a8efcbaaa1a9a30f9f327aa89d0b6acaaffb03	ALADDIN, Hors-la-loi heroique	Character	Heros, Floodborn	SUPER	RUBY	7	True	5	5	2	Alter	1 TFC FR 104/204	Alter 5 (Vous pouvez payer 5 pour jouer ce personnage sur l'un de vos personnages Aladdin.) EXPLOIT AUDACIEUX Lorsque ce personnage en bannit un autre via un defi durant votre tour, vous gagnez 2 eclats de Lore et chaque adversaire en perd 2.		104	Nicholas Kole
Aladdin, Street Rat	1	e114c448f4ab8554ad14eff3d66dfeb3965ce8fc	ALADDIN, Vaurien	Character	Heros, Storyborn	COMMON	RUBY	3	True	2	2	1		1 TFC FR 105/204	IMPROVISE Lorsque vous jouez ce personnage, chaque adversaire perd 1 eclat de Lore.	Il est parfois difficile de distinguer un diamant a l'etat brut d'une personne qui... euh... est une brute.	105	Peter Brockhammer
Captain, Colonel's Lieutenant	1	7224f997fc148baa0b7f81c1eda6fcc3fd003db0	CAPITAINE, Lieutenant du Colonel	Character	Storyborn, Capitaine, Allie	UNCOMMON	RUBY	5	True	6	5	1		1 TFC FR 106/204		Je reconnais le signal. C'est une alerte. Avertissez le Colonel tout de suite!	106	Brian Weisz
Captain Hook, Ruthless Pirate	1	524e05dc77239f3a15dab766aaa59a9e432efde7	CAPITAINE CROCHET, Pirate impitoyable	Character	Capitaine, Storyborn, Mechant, Pirate	RARE	RUBY	7	False	5	5	2	Charge	1 TFC FR 107/204	Charge (Ce personnage peut defier le tour ou il est joue.) LACHE! Tant que ce personnage est epuise, les personnages adverses avec Insaisissable gagnent Combattant. (Ils ne peuvent pas etre envoyes a l'aventure et doivent defier a chaque tour s'ils le peuvent.)	Tu n'oserais pas affronter Crochet en combat singulier!	107	Cam Kendell
Donald Duck, Boisterous Fowl	1	17503a6b2326f09fbc4e3a7c03874c7333002038	DONALD, Volatile colerique	Character	Storyborn	UNCOMMON	RUBY	2	True	2	3	1		1 TFC FR 108/204		Qui est-ce que tu traites de colerique, mon gars?	108	Kenneth Anderson
Elsa, Ice Surfer	1	a1422e6a168630cdd214ac5e31ca01ae1bee8d92	ELSA, Surfeuse des glaces	Character	Dreamborn, Heros, Reine, Mage	COMMON	RUBY	4	True	3	4	1		1 TFC FR 109/204	CA N'EST PAS UN BLIZZARD Lorsque vous jouez un personnage Anna, redressez ce personnage. Il ne peut pas etre envoye a l'aventure pour le reste de ce tour.	Ma soeur a toujours ete la pour moi. Je me dois d'etre la pour elle.	109	Alice Pisoni / Whitney Pollet
Gaston, Arrogant Hunter	1	5e796e48332af4142b10ca0f86e65d9bfdb05884	GASTON, Chasseur arrogant	Character	Mechant, Storyborn	COMMON	RUBY	2	True	4	2	0	Combattant	1 TFC FR 110/204	Combattant (Ce personnage ne peut pas etre envoye a l'aventure et doit defier a chaque tour s'il le peut.)	Quand on est vraiment le meilleur, ca n'est plus de l'arrogance.	110	Matthew Robert Davies
Goofy, Daredevil	1	6216f8a75fd5bb3d5f22b6f9958cdede3fc086c2	DINGO, Tete brulee	Character	Heros, Dreamborn	COMMON	RUBY	5	True	3	4	2	Insaisissable	1 TFC FR 111/204	Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.)	Il suffit parfois d'une bonne impulsion et hyuck.	111	Kenneth Anderson
LeFou, Instigator	1	601ca99d55f00a2e8e736676b606a4d31d374fdd	LE FOU, Agitateur de foule	Character	Allie, Dreamborn	RARE	RUBY	2	True	2	2	1		1 TFC FR 112/204	ATTISER LES FLAMMES Lorsque vous jouez ce personnage, choisissez un personnage et redressez-le. Celui-ci ne peut pas etre envoye a l'aventure pour le reste de ce tour.	Il suffit d'une toute petite impulsion pour entrainer une foule sur la mauvaise direction.	112	Gaku Kumatori
Maleficent, Monstrous Dragon	1	e993215bfdaa515f6ea00fafc1918f549119f993	MALEFIQUE, Dragon monstrueux	Character	Dragon, Storyborn, Mechant	LEGENDARY	RUBY	9	True	7	5	2		1 TFC FR 113/204	FEU DU DRAGON Lorsque vous jouez ce personnage, vous pouvez choisir un personnage et le bannir.	Neuvieme regle de la mechancete: Si toutes les ruses ont echoue jusque-la, transforme-toi en dragon.	113	Luis Huerta
Maui, Hero to All	1	ecb7937db58ec9dea0c47db88463d85e81143032	MAUI, Idole des Hommes	Character	Heros, Storyborn, Dieu	RARE	RUBY	5	True	6	5	0	Combattant, Charge	1 TFC FR 114/204	Charge (Ce personnage peut defier le tour ou il est joue.) Combattant (Ce personnage ne peut pas etre envoye a l'aventure et doit defier a chaque tour s'il le peut.)	Je pense que ce que tu essayes de dire, c'est 'Merci!'.	114	Pirel / Marco Giorgianni
Mickey Mouse, Brave Little Tailor	1	efa6e44dfa0145249be273ecd84a97f534b04920	MICKEY MOUSE, Brave petit tailleur	Character	Heros, Dreamborn	LEGENDARY	RUBY	8	True	5	5	4	Insaisissable	1 TFC FR 115/204	Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.)	Quand le danger menace et que la victoire ne tient qu'a un fil, un heros se precipite a la rescousse, determine a en decoudre pour rapiecer les choses.	115	Nicholas Kole
Minnie Mouse, Always Classy	1	683e725c03a87baaad2623231644e944e537acab	MINNIE, Toujours elegante	Character	Heros, Storyborn	COMMON	RUBY	1	True	1	3	1		1 TFC FR 116/204		Personne ne fait le poids, face a son sens de la mode.	116	Kenneth Anderson
Moana, Chosen by the Ocean	1	d0e2dbb0bac1917d360aaf52c01a2a4b669e8cdb	VAIANA, Choisie par l'Ocean	Character	Heros, Storyborn, Princesse	UNCOMMON	RUBY	5	True	2	6	2		1 TFC FR 117/204	MOI, JE SAIS QUI TU ES Lorsque vous jouez ce personnage, vous pouvez choisir un personnage Te Ka et le bannir.	Tu sais qui tu es.	117	Tanisha Cherislin
Mulan, Imperial Soldier	1	12f0de3dc76e067d21ed85125716e02e9f1e69f0	MULAN, Soldat imperial	Character	Heros, Storyborn, Princesse	SUPER	RUBY	5	True	4	5	1		1 TFC FR 118/204	UN EXEMPLE Lorsque ce personnage en bannit un autre via un defi durant votre tour, tous vos autres personnages gagnent +1  pour le reste de ce tour.		118	Mel Milton
Peter Pan, Fearless Fighter 	1	a2e33d344f272e100d4a8efeabc7ae8a60a8ba7a	PETER PAN, Combattant intrepide	Character	Heros, Storyborn	COMMON	RUBY	3	False	3	2	1	Charge	1 TFC FR 119/204	Charge (Ce personnage peut defier le tour ou il est joue.)	La mort frappe ceux qui traitent Peter Pan de lache! D'accord pour un combat singulier. Et je garde une main derriere le dos!	119	Anh Dang
Pongo, Ol' Rascal	1	775bc5c30e27f0e562115d136e7f7edbd3cead89	PONGO, Sacripant	Character	Heros, Storyborn	COMMON	RUBY	4	True	2	3	2	Insaisissable	1 TFC FR 120/204	Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.)	A vrai dire, je n'avais etabli aucun plan... enfin je..., je cherchais a attirer l'attention. Vous savez... histoire de creer une ambiance.	120	Brian Weisz
Rapunzel, Letting Down Her Hair	1	8bd7954c40c1e59a900f71ea3a266732609915b1	RAIPONCE, Lancant sa chevelure	Character	Heros, Storyborn, Princesse	UNCOMMON	RUBY	6	False	5	4	2		1 TFC FR 121/204	ENCHEVETRE Lorsque vous jouez ce personnage, chaque adversaire perd 1 eclat de Lore.	Qui etes-vous et comment etes-vous arrive jusqu'a moi?	121	Clio Wolfensberger
Scar, Fiery Usurper	1	05a8ea5382b9fd885261bb3eed0527d1d3b07262	SCAR, Ardent usurpateur	Character	Mechant, Dreamborn	COMMON	RUBY	4	True	5	3	1		1 TFC FR 122/204		Consume par les flammes de l'ambition.	122	Amber Kommavongsa
Scar, Shameless Firebrand	1	40bd001563085fc35165329ea1ff5c5ecbdbbeef	SCAR, Fanatique sans scrupule	Character	Floodborn, Roi, Mechant	RARE	RUBY	8	False	6	6	1	Alter	1 TFC FR 123/204	Alter 6 (Vous pouvez payer 6 pour jouer ce personnage sur l'un de vos personnages Scar.) DISCOURS ENFLAMME Lorsque vous jouez ce personnage, redressez vos personnages coutant 3 ou moins. Ils ne peuvent pas etre envoyes a l'aventure pour le reste de ce tour.	Il est temps de prendre ce qui nous appartient.	123	Jenna Gray
Sergeant Tibbs, Courageous Cat	1	f38cfe2e2facbcc742bad63f91ad55637300cb45	SERGENT TIBS, Chat courageux	Character	Allie, Storyborn	COMMON	RUBY	1	True	2	2	1		1 TFC FR 124/204		Oh oui, oui, j'y cours mon capitaine.	124	Cory Godbey
Stitch, Abomination	1	0ca9277f91e40054767f69afeb0426711ca0fddd	STITCH, Abominable creature	Character	Alien, Storyborn, Heros	RARE	RUBY	6	True	4	6	3		1 TFC FR 125/204		Vous allez voir l'experience 626 passer a l'action. Il sera attire vers les grandes villes ou il bouchera les egouts, inversera les panneaux de signalisation et volera toutes les chaussures gauches. -- Jumba Jookiba	125	Bill Robinson
Te Ka, The Burning One	1	114d4eefde1dae3983e7a79f04c72feb9a3a7efd	TE KA, Demon de la Terre et du Feu	Character	Storyborn, Mechant, Dieu	SUPER	RUBY	6	False	8	6	0	Combattant	1 TFC FR 126/204	Combattant (Ce personnage ne peut pas etre envoye a l'aventure et doit defier a chaque tour s'il le peut.)	Elle brule de retrouver ce qu'on lui a vole.	126	Kamil Murzyn
Tigger, Wonderful Thing	1	008451a05e1e7aa32c75119df950d405265e0904	TIGROU, Merveilleux d'etre un tigrou	Character	Tigrou, Storyborn	UNCOMMON	RUBY	6	True	4	4	2	Insaisissable	1 TFC FR 127/204	Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.)	De tous les tigres sur ressort, je suis celui qui bondit le plus haut.	127	Kenneth Anderson
Be Prepared	1	b4182bff4b3cf75f9e54f4990f9bd153c0c2973c	SOYEZ PRETES !	Action	Chanson	RARE	RUBY	7	False					1 TFC FR 128/204	(Vous pouvez un personnage coutant 7 ou plus pour chanter cette chanson gratuitement.) Bannissez tous les personnages.	Votre roi vous invite a la fete!	128	Jared Nickerl
Cut to the Chase	1	8b7471f4ae0bf59f5f0a425068c05d96f4801b9e	DROIT AU BUT	Action		UNCOMMON	RUBY	2	True					1 TFC FR 129/204	Choisissez un personnage, il gagne Charge pour le reste de ce tour. (Il peut defier le tour ou il est joue.)	Surprise!	129	Ellie Horie
Dragon Fire	1	2a7541babb57434e5631ffa2b5639e24f8ce84fc	FEU DU DRAGON	Action		UNCOMMON	RUBY	5	False					1 TFC FR 130/204	Choisissez un personnage et bannissez-le.	Rares sont les Heros capables de resister a la colere d'un dragon.	130	Luis Huerta
Fan the Flames	1	e794a80eb109162d579df51db6d52e223bb0e9be	ATTISER LES FLAMMES	Action		UNCOMMON	RUBY	1	True					1 TFC FR 131/204	Choisissez un personnage et redressez-le. Il ne peut pas etre envoye a l'aventure pour le reste de ce tour.	De belles paroles peuvent embraser les foules... tout comme les plus sournoises...	131	Jenna Gray
He's Got a Sword!	1	91dfde1d6e005e422f64a59776234f1f4c80b5e4	IL A UN SABRE !	Action		COMMON	RUBY	1	True					1 TFC FR 132/204	Choisissez un personnage, il gagne +2 pour le reste de ce tour.	Nous avons tous des sabres! - Razoul	132	Koni
Tangle	1	d30f79cf7fef47bd7a5611719f936539bec0d2e9	ENCHEVETRE	Action		COMMON	RUBY	2	True					1 TFC FR 133/204	Chaque adversaire perd 1 eclat de Lore.	Ne bougez pas! Je veux dire... vous n'avez pas le choix, je suppose. Mais quand meme... Ne bougez pas! -- Raiponce	133	Eri Welli
Poisoned Apple	1	95e815d1541bf6f358cfffbe66ab3af0d0c09d09	POMME EMPOISONNEE	Item		RARE	RUBY	3	False					1 TFC FR 134/204	CROQUE... 1 , Bannissez cet objet Choisissez un personnage et epuisez-le. Si c'est une Princesse, bannissez-la a la place.	Une tranche de la pomme empoisonnee et les yeux de la victime se fermeront a jamais... - La Reine	134	Andrew Trabbold
Shield of Virtue	1	40f7c01f4189510031adccd9c604a128adaf9b00	BOUCLIER DE VERTU	Item		UNCOMMON	RUBY	1	True					1 TFC FR 135/204	A L'EPREUVE DU FEU - Choisissez un personnage et redressez-le. Il ne peut pas etre envoye a l'aventure pour le reste de ce tour.	Aussi, Prince, prenez sans hesiter ce bouclier et cette epee de verite. Seules ces armes magiques peuvent triompher de Malefique.	135	Eri Welli
Sword of Truth	1	9e071a3a594a8964cbefe784f8a6afaa94c0de17	EPEE DE VERITE	Item		RARE	RUBY	4	False					1 TFC FR 136/204	ENCHANTEMENT FINAL Bannissez cet objet - Choisissez un personnage Mechant et bannissez-le.	Presque aussi puissant qu'un veritable baiser d'Amour.	136	Andrew Trabbold
Ariel, Whoseit Collector	1	e1a864f0b77f6c89794827a9035355dc8d052622	ARIEL, Collectionneuse de couics et de couacs	Character	Heros, Storyborn, Princesse	RARE	SAPPHIRE	4	False	3	3	1		1 TFC FR 137/204	VOIS CES TRESORS Chaque fois que vous jouez un objet, vous pouvez redresser ce personnage.	Tu veux un tire-baba? J'en ai des tas.	137	Hedvig Haggman-Sund
Aurora, Briar Rose	1	56ad4d4deaec98465c419b4a8ea7bfc1ed38c4d9	AURORE, Rose	Character	Heros, Storyborn, Princesse	COMMON	SAPPHIRE	4	True	2	5	1		1 TFC FR 138/204	BEAUTE DECONCERTANTE Lorsque vous jouez ce personnage, choisissez un personnage qui subit -2 pour le reste de ce tour.	Je trouve qu'il y avait quelque chose de troublant dans cette voix. De trop merveilleux pour etre vrai. - Prince Philippe	138	Rosalia Radosti
Aurora, Dreaming Guardian	1	fa755791d0509bb06ae715a2072de724815ed84d	AURORE, Gardienne reveuse	Character	Floodborn, Heros, Princesse	SUPER	SAPPHIRE	5	True	3	5	2	Alter	1 TFC FR 139/204	Alter 3 (Vous pouvez payer 3 pour jouer ce personnage sur un autre personnage Aurore.) ETREINTE PROTECTRICE Vos autres personnages gagnent Hors d'atteinte. (Ils ne peuvent pas etre choisis par vos adversaires, hormis pour un defi.)	Et tandis que la princesse dormait profondement, sa puissance s'eveilla.	139	Nicholas Kole
Aurora, Regal Princess	1	c28aca23f1ef3718a464383d925c66842078edaa	AURORE, Princesse Royale	Character	Heros, Storyborn, Princesse	UNCOMMON	SAPPHIRE	2	True	2	2	2		1 TFC FR 140/204		Mais si on fait le meme reve plusieurs fois, on dit qu'il se realise un jour.	140	Samanta Erdini
